sample_id,source_sample_id,true_label,pred_label,confidence,source_file,processed_28x28,input_32x32
0_0_01_0a5cfa52_r01c03__rotation_angle_m10,0_0_01_0a5cfa52_r01c03,0,8,0.564065679153055,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r01c03.png,./data/robustness/rotation/angle_m10/processed_28x28/0/0_0_01_0a5cfa52_r01c03__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/0/0_0_01_0a5cfa52_r01c03__rotation_angle_m10.png
2_2_01_2e3151dd_r04c04__rotation_angle_m10,2_2_01_2e3151dd_r04c04,2,3,0.9603298743213939,./data/preprocessed/dataset/processed_28x28/2/2_2_01_2e3151dd_r04c04.png,./data/robustness/rotation/angle_m10/processed_28x28/2/2_2_01_2e3151dd_r04c04__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/2/2_2_01_2e3151dd_r04c04__rotation_angle_m10.png
3_3_01_3ef7df64_r04c03__rotation_angle_m10,3_3_01_3ef7df64_r04c03,3,2,0.5439169430635885,./data/preprocessed/dataset/processed_28x28/3/3_3_01_3ef7df64_r04c03.png,./data/robustness/rotation/angle_m10/processed_28x28/3/3_3_01_3ef7df64_r04c03__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/3/3_3_01_3ef7df64_r04c03__rotation_angle_m10.png
3_3_01_3ef7df64_r04c04__rotation_angle_m10,3_3_01_3ef7df64_r04c04,3,7,0.44813147808042075,./data/preprocessed/dataset/processed_28x28/3/3_3_01_3ef7df64_r04c04.png,./data/robustness/rotation/angle_m10/processed_28x28/3/3_3_01_3ef7df64_r04c04__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/3/3_3_01_3ef7df64_r04c04__rotation_angle_m10.png
3_3_02_0ace0337_r04c04__rotation_angle_m10,3_3_02_0ace0337_r04c04,3,1,0.7319470214465241,./data/preprocessed/dataset/processed_28x28/3/3_3_02_0ace0337_r04c04.png,./data/robustness/rotation/angle_m10/processed_28x28/3/3_3_02_0ace0337_r04c04__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/3/3_3_02_0ace0337_r04c04__rotation_angle_m10.png
6_6_01_52f5f834_r01c03__rotation_angle_m10,6_6_01_52f5f834_r01c03,6,5,0.5513419037140443,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r01c03.png,./data/robustness/rotation/angle_m10/processed_28x28/6/6_6_01_52f5f834_r01c03__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/6/6_6_01_52f5f834_r01c03__rotation_angle_m10.png
6_6_01_52f5f834_r03c04__rotation_angle_m10,6_6_01_52f5f834_r03c04,6,5,0.9656420984289357,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r03c04.png,./data/robustness/rotation/angle_m10/processed_28x28/6/6_6_01_52f5f834_r03c04__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/6/6_6_01_52f5f834_r03c04__rotation_angle_m10.png
6_6_01_52f5f834_r04c03__rotation_angle_m10,6_6_01_52f5f834_r04c03,6,5,0.9303647382944689,./data/preprocessed/dataset/processed_28x28/6/6_6_01_52f5f834_r04c03.png,./data/robustness/rotation/angle_m10/processed_28x28/6/6_6_01_52f5f834_r04c03__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/6/6_6_01_52f5f834_r04c03__rotation_angle_m10.png
6_6_02_ad596076_r03c02__rotation_angle_m10,6_6_02_ad596076_r03c02,6,0,0.9463567626834726,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c02.png,./data/robustness/rotation/angle_m10/processed_28x28/6/6_6_02_ad596076_r03c02__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/6/6_6_02_ad596076_r03c02__rotation_angle_m10.png
6_6_02_ad596076_r03c04__rotation_angle_m10,6_6_02_ad596076_r03c04,6,0,0.5914202302152118,./data/preprocessed/dataset/processed_28x28/6/6_6_02_ad596076_r03c04.png,./data/robustness/rotation/angle_m10/processed_28x28/6/6_6_02_ad596076_r03c04__rotation_angle_m10.png,./data/robustness/rotation/angle_m10/input_32x32/6/6_6_02_ad596076_r03c04__rotation_angle_m10.png
