sample_id,source_sample_id,true_label,pred_label,confidence,source_file,processed_28x28,input_32x32
2_2_01_2e3151dd_r04c04__blur_kernel_3,2_2_01_2e3151dd_r04c04,2,3,0.9463809548796404,./data/preprocessed/dataset/processed_28x28/2/2_2_01_2e3151dd_r04c04.png,./data/robustness/blur/kernel_3/processed_28x28/2/2_2_01_2e3151dd_r04c04__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/2/2_2_01_2e3151dd_r04c04__blur_kernel_3.png
3_3_01_3ef7df64_r04c03__blur_kernel_3,3_3_01_3ef7df64_r04c03,3,9,0.35294486799528874,./data/preprocessed/dataset/processed_28x28/3/3_3_01_3ef7df64_r04c03.png,./data/robustness/blur/kernel_3/processed_28x28/3/3_3_01_3ef7df64_r04c03__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/3/3_3_01_3ef7df64_r04c03__blur_kernel_3.png
3_3_01_3ef7df64_r04c04__blur_kernel_3,3_3_01_3ef7df64_r04c04,3,1,0.896715403187532,./data/preprocessed/dataset/processed_28x28/3/3_3_01_3ef7df64_r04c04.png,./data/robustness/blur/kernel_3/processed_28x28/3/3_3_01_3ef7df64_r04c04__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/3/3_3_01_3ef7df64_r04c04__blur_kernel_3.png
3_3_02_0ace0337_r01c02__blur_kernel_3,3_3_02_0ace0337_r01c02,3,5,0.4509870592706348,./data/preprocessed/dataset/processed_28x28/3/3_3_02_0ace0337_r01c02.png,./data/robustness/blur/kernel_3/processed_28x28/3/3_3_02_0ace0337_r01c02__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/3/3_3_02_0ace0337_r01c02__blur_kernel_3.png
3_3_02_0ace0337_r03c03__blur_kernel_3,3_3_02_0ace0337_r03c03,3,9,0.4277170345619676,./data/preprocessed/dataset/processed_28x28/3/3_3_02_0ace0337_r03c03.png,./data/robustness/blur/kernel_3/processed_28x28/3/3_3_02_0ace0337_r03c03__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/3/3_3_02_0ace0337_r03c03__blur_kernel_3.png
3_3_02_0ace0337_r04c04__blur_kernel_3,3_3_02_0ace0337_r04c04,3,1,0.7550838456936465,./data/preprocessed/dataset/processed_28x28/3/3_3_02_0ace0337_r04c04.png,./data/robustness/blur/kernel_3/processed_28x28/3/3_3_02_0ace0337_r04c04__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/3/3_3_02_0ace0337_r04c04__blur_kernel_3.png
9_9_01_852a4a6b_r02c03__blur_kernel_3,9_9_01_852a4a6b_r02c03,9,8,0.8921387260795709,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c03.png,./data/robustness/blur/kernel_3/processed_28x28/9/9_9_01_852a4a6b_r02c03__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/9/9_9_01_852a4a6b_r02c03__blur_kernel_3.png
9_9_02_2f49434b_r01c03__blur_kernel_3,9_9_02_2f49434b_r01c03,9,8,0.8826319622810096,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c03.png,./data/robustness/blur/kernel_3/processed_28x28/9/9_9_02_2f49434b_r01c03__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/9/9_9_02_2f49434b_r01c03__blur_kernel_3.png
9_9_02_2f49434b_r02c04__blur_kernel_3,9_9_02_2f49434b_r02c04,9,1,0.9353190186556877,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c04.png,./data/robustness/blur/kernel_3/processed_28x28/9/9_9_02_2f49434b_r02c04__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/9/9_9_02_2f49434b_r02c04__blur_kernel_3.png
9_9_02_2f49434b_r03c01__blur_kernel_3,9_9_02_2f49434b_r03c01,9,4,0.822650275015908,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c01.png,./data/robustness/blur/kernel_3/processed_28x28/9/9_9_02_2f49434b_r03c01__blur_kernel_3.png,./data/robustness/blur/kernel_3/input_32x32/9/9_9_02_2f49434b_r03c01__blur_kernel_3.png
